content_hash_id,avg_impressions,avg_clicks,avg_ctr,avg_position,position_volatility,is_opportunity,opportunity_score
content_768e297b350f1bc2,807.0,5.741935483870968,0.007115161690050766,2.9620287764514672,0.3270214648919896,1,1.0
content_bafd0eaf1ca2e8b9,578.4193548387096,0.12903225806451613,0.0002230773520718309,28.62869993507488,1.859054189886753,1,1.0
content_cf5973f693f12bb3,914.0645161290323,0.3548387096774194,0.00038819875776397513,34.746179007775574,1.9562423117943444,1,1.0
content_12aad21f7eb34ddb,634.9032258064516,0.45161290322580644,0.000711309826237171,29.932477605868474,2.037336765678561,1,1.0
content_cf9e5d7d47670c3b,1081.774193548387,4.935483870967742,0.004562397495154316,3.0498478101312556,0.3174991339705121,1,0.98
content_a70136eceef1d6db,562.4516129032259,0.16129032258064516,0.00028676301904106445,29.655305390236258,2.0608106027245796,1,0.98
content_2a58fb785a073e5c,209.41935483870967,0.03225806451612903,0.00015403573629081948,29.155097447420324,1.8495232768874723,0,0.98
content_da4726a6aced1c83,2399.6129032258063,15.451612903225806,0.006439210625369683,3.351603584512241,0.36497861856582126,1,0.97
content_2fe75239353ca721,546.6774193548387,3.935483870967742,0.007198914262111289,3.0600502233891405,0.3556196279646278,1,0.97
content_92bb90937ddb7672,1024.516129032258,2.6774193548387095,0.002613350125944584,2.605413222550832,0.31639083704723897,1,0.97
content_f2a8605046b50be1,560.9354838709677,3.4193548387096775,0.006095807694519524,2.6212736470878326,0.34992731525684045,1,0.97
content_cd0fef57c18b3d6e,552.0,3.870967741935484,0.0070126227208976155,3.472340321909568,0.3665472021401479,1,0.96
content_1dbd310eb57d2182,2213.3548387096776,17.677419354838708,0.00798670825196024,3.8440668287051287,0.45982838614122573,1,0.96
content_53d59ed5c4b0a22d,544.4516129032259,1.2903225806451613,0.0023699490460955086,2.8379720712976306,0.3244059773308053,1,0.96
content_cb648ca666aff133,676.3870967741935,6.903225806451613,0.010206028233498666,2.975412759250526,0.34142121065041764,1,0.96
content_0f2f30f570208f0c,671.0,4.838709677419355,0.00721119176962646,3.4694516304060175,0.3654251876292589,1,0.96
content_94285470c14a30ae,427.741935483871,3.2580645161290325,0.007616892911010559,2.965162518903523,0.3561769069747276,0,0.96
content_3453470e1df6580c,549.8387096774194,0.3548387096774194,0.0006453505426811381,28.12184392818298,2.233052465118401,1,0.96
content_9f1f611e98240777,1657.0645161290322,0.6451612903225806,0.0003893398742432206,34.27558427658217,2.061077034930259,1,0.96
content_14df7b049d1d6467,2456.5806451612902,1.032258064516129,0.00042020117131076504,28.559260039649672,1.6360441246988373,1,0.95
content_59c5cc86fe3744bf,2062.935483870968,0.5483870967741935,0.00026582852496442584,35.85935559526246,1.9529280146788324,1,0.95
content_0a8e61d7f83b43f0,949.6774193548387,0.12903225806451613,0.0001358695652173913,28.90060899877992,2.2073106665780218,1,0.95
content_2a0dbe9cebd22097,589.483870967742,2.161290322580645,0.00366641129473569,2.892178323709475,0.42757544975859024,1,0.95
content_973cd3ba5f3d5057,578.8064516129032,1.967741935483871,0.0033996544613498305,3.453002409617159,0.3667583415877813,1,0.95
content_42efbe3c7b3d1bf4,1415.2903225806451,2.774193548387097,0.00196015863609427,3.126926515081569,0.34410589967520355,1,0.95
content_d7070d624944fe94,810.1290322580645,3.4838709677419355,0.004300390220594091,3.818901607710036,0.4560754161246423,1,0.95
content_f5fb8390ddd872b1,780.7741935483871,0.22580645161290322,0.0002892083953065609,43.87910147046771,1.6915832431576132,1,0.95
content_897096a4c55acd6e,575.5483870967741,4.516129032258065,0.007846653962560252,2.8932967792144435,0.4273856471427916,1,0.95
content_407c845458f14ae8,603.1290322580645,8.612903225806452,0.014280365834091032,2.5889535924727562,0.28649463444369316,1,0.95
content_7f1a82618d10b205,602.8709677419355,1.064516129032258,0.0017657445556209534,5.123290904264792,0.4677066705621061,1,0.94
content_2cc8fff26296f487,1139.7096774193549,0.9354838709677419,0.0008208089213438622,31.085205189276795,1.8305516315676302,1,0.94
content_d20ff12a1f3c8e91,512.2258064516129,4.903225806451613,0.00957239120851439,3.4709685533664576,0.3752140099762044,1,0.94
content_04fb6296acff6360,927.0,0.45161290322580644,0.0004871768103838257,2.6356498257009076,0.3561884844073563,1,0.94
content_be57e90645e0247d,697.1290322580645,2.5161290322580645,0.0036092730553884595,3.054964287963705,0.3741399508094803,1,0.94
content_4d0d79fc12632ef8,2120.516129032258,12.225806451612904,0.0057654861871729345,3.095959968177678,0.34362649195870365,1,0.94
content_36595da503736128,764.8387096774194,2.193548387096774,0.002867988190636862,3.4231813923950036,0.5091710407347304,1,0.94
content_d826c4343b0b57cb,883.2258064516129,4.580645161290323,0.0051862673484295106,2.9634174477885957,0.36182651148774536,1,0.94
content_469ce16a71d8ef05,1495.225806451613,1.2580645161290323,0.0008413876423886779,29.49492526259333,1.9330778162440883,1,0.94
content_76b3325d03c2c770,762.8709677419355,2.3870967741935485,0.0031290963677111086,2.6057696623323534,0.2880397653895004,1,0.94
content_12868b02097eb275,514.8064516129032,1.1612903225806452,0.002255780437370763,4.483020697331807,0.7475571546095878,1,0.94
content_3ff929263c947ac3,504.35483870967744,2.3548387096774195,0.004669011832427247,4.549974761028073,0.6005830928554754,1,0.94
content_25b362c0f6a1d37d,891.1290322580645,1.2903225806451613,0.0014479638009049773,4.343419327184811,0.5649602106711893,1,0.94
content_b27abb610a56b667,550.8387096774194,0.6774193548387096,0.001229796205200281,4.480043805401372,0.7528984879277514,1,0.94
content_96eb36b0d21d644b,715.9032258064516,0.1935483870967742,0.0002703555175055198,28.52639378425468,1.8119036192378517,1,0.94
content_f484dc050fedabd7,527.6451612903226,0.7419354838709677,0.001406125817692731,5.124018999683988,0.464917094360852,1,0.94
content_2e1a3412814a868f,1979.0645161290322,9.193548387096774,0.004645401052957572,2.610650443826944,0.32273321142574596,1,0.94
content_9ef217a2556c69d2,870.0,2.5806451612903225,0.0029662588060808304,4.5269828946030275,0.6005678671489945,1,0.93
content_28e51e0f91a2e415,399.06451612903226,1.3870967741935485,0.003475870988602377,3.800239344319761,0.4539363516627054,0,0.93
content_5a5ec7c270d641dc,863.0645161290323,0.3548387096774194,0.0004111381050270977,34.60229678073681,2.0173292295618066,1,0.93
content_83a700e06cf9e676,1865.258064516129,1.5161290322580645,0.00081282534631548,42.653262823504626,2.089554605060587,1,0.93
content_86c036a549cbbfd5,971.1612903225806,11.806451612903226,0.012157045107287585,2.627291002412222,0.30177055487732457,1,0.93
content_67bddeb26fac2add,580.7741935483871,0.12903225806451613,0.00022217285047767163,43.89618663733057,2.0641968236332415,1,0.93
content_d449adec84d1ca85,535.2903225806451,0.3225806451612903,0.0006026274557068821,30.37864128728334,2.164223013751621,1,0.93
content_7172a7fad43f0998,6640.870967741936,27.806451612903224,0.0041871693860599316,3.367835376702069,0.4528073435159439,1,0.93
content_12db31b102521b38,1311.5806451612902,1.1612903225806452,0.0008854128237290638,4.475148919588755,0.7525939735242636,1,0.93
content_1232fb335b692f61,786.7741935483871,3.5806451612903225,0.0045510455104551045,3.195490996064977,0.6821605106057407,1,0.93
content_974d211ac7627ad5,869.6129032258065,0.12903225806451613,0.00014837895986349135,24.88133560523236,2.270797927777952,1,0.93
content_b81960e81ae62d58,603.9677419354839,1.2903225806451613,0.0021364097633926184,29.014692778474867,2.412215910357716,1,0.92
content_99e520a8b8ff0e59,1128.741935483871,0.6774193548387096,0.0006001543253979594,33.6646861585828,1.8688395627890013,1,0.92
content_cd48a020560a6cad,578.0,2.3225806451612905,0.004018305614465901,3.0492493049480336,0.3781714408478006,1,0.92
content_a872fe0e05536717,988.3225806451613,0.1935483870967742,0.00019583523728702916,29.87554436179303,1.30253139816465,1,0.92
content_fd7c178012c7839b,1149.225806451613,5.870967741935484,0.005108628529725481,2.4085989103942707,0.3727814359280198,1,0.92
content_545bb6cc7081ded3,3964.6774193548385,9.258064516129032,0.002335136894349294,2.6153898928217916,0.25521726043791737,1,0.92
content_bdce8a707f8dfda1,558.1935483870968,0.1935483870967742,0.0003467406380027739,24.847559673397132,2.161611248885023,1,0.92
content_453d84908280303b,524.0322580645161,0.06451612903225806,0.00012311480455524777,33.07724455047846,1.3341522603131486,1,0.92
content_e7a853fe7ab6c5c4,714.7096774193549,1.6129032258064515,0.0022567250406210506,3.9149560841010325,0.7355705380791782,1,0.92
content_a01c0a59520afde7,654.3225806451613,2.0,0.003056596332084401,2.5210170889216355,0.4406775319656266,1,0.92
content_4095b08792b57179,939.2258064516129,2.3548387096774195,0.0025072125291935705,4.054117285471398,0.44435493153581596,1,0.92
content_fdf510facb7e51ff,590.0322580645161,0.8064516129032258,0.001366792411568531,32.06323152568033,2.4761715458218894,1,0.91
content_b365575f081288c3,1231.0967741935483,13.580645161290322,0.011031338434126401,3.2209468028450057,0.44435513054749154,1,0.91
content_3a90a881c0039f49,512.516129032258,0.0967741935483871,0.00018882175226586103,32.64222446666687,3.240317533117109,1,0.91
content_d497365e93e44cb7,525.7096774193549,0.06451612903225806,0.00012272197336933176,24.382065816780504,2.8695074599384993,1,0.91
content_34323214bf2c13ac,2036.1935483870968,8.0,0.003928899591267704,3.0366403941335642,0.25585470794245024,1,0.91
content_bb9a8c84badd4e8f,608.1935483870968,1.7741935483870968,0.002917152858809801,2.621778401322958,0.29134515283983536,1,0.91
content_8202aa8919d48893,0.22580645161290322,0.0,0.0,39.75,2.06155281280883,0,0.91
content_38712690a7481df8,543.7096774193549,1.7096774193548387,0.003144467517057253,4.067618474752883,0.371522176707526,1,0.91
content_1f0c056611404062,803.7741935483871,1.5806451612903225,0.001966528875867881,28.81958166385263,3.1107540419307202,1,0.91
content_3539180219769a1c,600.8064516129032,1.4516129032258065,0.002416107382550336,4.155261434074761,0.5294448947011173,1,0.91
content_36de8dadf208c4b9,604.2258064516129,0.7419354838709677,0.0012279109497624258,5.502276846770118,0.6096719760977636,1,0.91
content_ba3549b112cc00e0,836.1290322580645,0.8387096774193549,0.0010030864197530865,4.4040577601778175,0.6038440450722066,1,0.91
content_e22d7d712577870a,1391.9032258064517,0.41935483870967744,0.00030128160559920276,36.04305644148313,1.9815955006605626,1,0.91
content_3c47855e56e4646a,1154.8064516129032,0.0967741935483871,8.380122349786307e-05,25.645883472072086,2.1756945291255425,1,0.91
content_3f1726f8a811c63d,0.41935483870967744,0.0,0.0,28.53333333333333,1.978846465326033,0,0.91
content_57768353f230d65d,3692.8709677419356,18.741935483870968,0.005075166624446405,3.326893524626003,0.45931497075969274,1,0.91
content_6486239516a186d7,2686.8709677419356,0.7096774193548387,0.00026412783787353077,29.05056225909065,2.337810106203669,1,0.91
content_7a0a59b4cb181ab9,1940.774193548387,1.032258064516129,0.0005318795292866166,34.136038014324996,1.8531030771835466,1,0.91
content_e2973b33bcc91ac1,1587.741935483871,6.516129032258065,0.004104022754977651,3.0614810385538638,0.35628152804419555,1,0.91
content_0cd251309ac4bcb2,1112.967741935484,15.064516129032258,0.013535447220450988,2.9681216417890073,0.3531647253779609,1,0.91
content_3093384da191e616,562.1935483870968,2.3225806451612905,0.004131282992885013,3.9381862857007817,0.6748891830720564,1,0.91
content_000bb404440dc5f1,798.1290322580645,2.161290322580645,0.002707946002748363,3.9385263890894753,0.6752521914066182,1,0.91
content_7c0333e1f7146b3b,824.6129032258065,2.7419354838709675,0.00332511833509369,3.1491099441080648,0.3260383082521223,1,0.9
content_824a6e5b05a2bba9,531.6451612903226,2.6129032258064515,0.004914750318548632,2.493156744033788,0.36116925896943924,1,0.9
content_6af00a7fbd3def79,539.7692307692307,0.15384615384615385,0.00028502208921191396,32.66195352786631,1.3717415433483493,1,0.9
content_5b5231780a35cb1f,1018.5483870967741,6.548387096774194,0.006429136975455266,2.8970923758520817,0.33058642031291824,1,0.9
content_c556c7369fb2fd06,1310.6129032258063,6.483870967741935,0.004947205198257402,2.3024797053270887,0.47475481484308296,1,0.9
content_c092e362bc01b9d8,578.9677419354839,0.4838709677419355,0.0008357477156229106,35.2691535871269,3.0082013362504796,1,0.9
content_96d97df9a573f464,558.8709677419355,3.3870967741935485,0.006060606060606061,3.325708680182913,0.5141372877643985,1,0.9
content_9e58686d3a7a66df,1637.967741935484,6.967741935483871,0.0042538944797841545,2.686295115326508,0.35546580733968913,1,0.9
content_ea8813666cc81eb3,761.8064516129032,0.4838709677419355,0.0006351626016260164,27.710428648030916,1.8119505904399182,1,0.9
content_573804af4f4fa09f,2389.8709677419356,1.3548387096774193,0.0005669087276948411,30.43751274929692,1.3450496110568724,1,0.9
